Image1,Image2,HOG_Features1,HOG_Features2,Similarity
image1.webp,image2.jpg,[0.07435904 0.17362183 0.14570376 ... 0.07025026 0.28538352 0.30754575],[0.09252248 0.20331395 0.30940232 ... 0.21135473 0.16236529 0.16892603],89.516082406044
